id,value,key,type
361774,Point,TMC:cid_58:tabcd_1:Class,regular
361774,negative,TMC:cid_58:tabcd_1:Direction,regular
361774,9.00,TMC:cid_58:tabcd_1:LCLversion,regular
361774,35364,TMC:cid_58:tabcd_1:LocationCode,regular
361774,27930,TMC:cid_58:tabcd_1:NextLocationCode,regular
361774,27929,TMC:cid_58:tabcd_1:PrevLocationCode,regular
363119,Point,TMC:cid_58:tabcd_1:Class,regular
363119,negative,TMC:cid_58:tabcd_1:Direction,regular
363119,8.00,TMC:cid_58:tabcd_1:LCLversion,regular
363119,35449,TMC:cid_58:tabcd_1:LocationCode,regular
363119,35450,TMC:cid_58:tabcd_1:NextLocationCode,regular
363119,35448,TMC:cid_58:tabcd_1:PrevLocationCode,regular
363173,Point,TMC:cid_58:tabcd_1:Class,regular
363173,negative,TMC:cid_58:tabcd_1:Direction,regular
363173,9.00,TMC:cid_58:tabcd_1:LCLversion,regular
363173,27929,TMC:cid_58:tabcd_1:LocationCode,regular
363173,35364,TMC:cid_58:tabcd_1:NextLocationCode,regular
363173,31684,TMC:cid_58:tabcd_1:PrevLocationCode,regular
375705,surveillance,man_made,regular
375705,public,surveillance,regular
375886,traffic_signals,crossing,regular
375886,pelican,crossing_ref,regular
375886,traffic_signals,highway,regular
375886,survey,source,regular
375886,no,sound,traffic_signals
375886,no,vibration,traffic_signals
377472,traffic_signals,highway,regular
398714,Point,TMC:cid_58:tabcd_1:Class,regular
398714,positive,TMC:cid_58:tabcd_1:Direction,regular
398714,9.00,TMC:cid_58:tabcd_1:LCLversion,regular
398714,27934,TMC:cid_58:tabcd_1:LocationCode,regular
398714,27935,TMC:cid_58:tabcd_1:NextLocationCode,regular
398714,27933,TMC:cid_58:tabcd_1:PrevLocationCode,regular
428725,DE:35474,tmc,regular
564975,Point,TMC:cid_58:tabcd_1:Class,regular
564975,both,TMC:cid_58:tabcd_1:Direction,regular
564975,8.00,TMC:cid_58:tabcd_1:LCLversion,regular
564975,31666,TMC:cid_58:tabcd_1:LocationCode,regular
564975,31667,TMC:cid_58:tabcd_1:NextLocationCode,regular
564975,traffic_signals,highway,regular
602020,motorway_junction,highway,regular
602020,München-Lochhausen,name,regular
602020,7,ref,regular
1793927,Landsham,name,regular
1793927,city_limit,traffic_sign,regular
1806985,traffic_signals,highway,regular
1806985,signal,traffic_signals,regular
1812544,yes,bus,regular
1812544,Sportpark Nord,name,regular
1812544,stop_position,public_transport,regular
1812544,de:09175:4111:0:2,ref:IFOPT,regular
1812544,"Vaterstetten, Sportpark Nord",ref_name,regular
1812544,465;466,route_ref,regular
1954425,traffic_signals,highway,regular
1954469,yes,bicycle,regular
1954469,traffic_signals,highway,regular
1954779,traffic_signals,highway,regular
1954779,forward,direction,traffic_signals
1955296,traffic_signals,highway,regular
1955296,DE:35441,tmc,regular
1955738,yes,bicycle,regular
1955738,yes,button_operated,regular
1955738,traffic_signals,crossing,regular
1955738,crossing,highway,regular
1955738,no,tactile_paving,regular
2040893,traffic_signals,highway,regular
2041588,yes,bus,regular
2041588,Erlach,name,regular
2041588,stop_position,public_transport,regular
2383154,Point,TMC:cid_58:tabcd_1:Class,regular
2383154,positive,TMC:cid_58:tabcd_1:Direction,regular
2383154,8.00,TMC:cid_58:tabcd_1:LCLversion,regular
2383154,46567,TMC:cid_58:tabcd_1:LocationCode,regular
2383154,46566,TMC:cid_58:tabcd_1:PrevLocationCode,regular
2385478,Point,TMC:cid_58:tabcd_1:Class,regular
2385478,both,TMC:cid_58:tabcd_1:Direction,regular
2385478,8.00,TMC:cid_58:tabcd_1:LCLversion,regular
2385478,28020,TMC:cid_58:tabcd_1:LocationCode,regular
2385478,28021,TMC:cid_58:tabcd_1:NextLocationCode,regular
2385478,28019,TMC:cid_58:tabcd_1:PrevLocationCode,regular
2385478,traffic_signals,highway,regular
2385478,survey,source,regular
2746208,Reichenbachplatz,name,regular
2746208,square,place,regular
2746208,yes,wheelchair,regular
7306358,Öhnböck,name,regular
7306358,city_limit,traffic_sign,regular
7983336,traffic_signals,highway,regular
8283577,yes,bus,regular
8283577,stop_position,public_transport,regular
10259733,traffic_signals,highway,regular
11588500,yes,bus,regular
11588500,Veilchenweg,name,regular
11588500,Münchner Verkehrs- und Tarifverbund,network,regular
11588500,DE-BY-MVV,guid,network
11588500,MVV,short,network
11588500,stop_position,public_transport,regular
11588500,gen:9184:2387:0:1,ref:IFOPT,regular
11588500,"Veilchenweg, Taufkirchen (Kreis München)",ref_name,regular
11588500,222;222V;241,route_ref,regular
11595300,yes,bus,regular
11595300,"Geretsried, Kirchplatz",name,regular
11595300,stop_position,public_transport,regular
11937465,Point,TMC:cid_58:tabcd_1:Class,regular
11937465,positive,TMC:cid_58:tabcd_1:Direction,regular
11937465,9.00,TMC:cid_58:tabcd_1:LCLversion,regular
11937465,27964,TMC:cid_58:tabcd_1:LocationCode,regular
11937465,35345,TMC:cid_58:tabcd_1:NextLocationCode,regular
11937465,27963,TMC:cid_58:tabcd_1:PrevLocationCode,regular
12214719,uncontrolled,crossing,regular
12214719,crossing,highway,regular
12778559,DE:274:30,traffic_sign,regular
13889571,JOSM,created_by,regular
14574947,JOSM,created_by,regular
15327610,JOSM,created_by,regular
16059478,JOSM,created_by,regular
16059515,bollard,barrier,regular
16059515,yes,bicycle,regular
16059515,removable,bollard,regular
16059515,yes,foot,regular
17205294,Track2osm,converted_by,regular
17205441,Track2osm,converted_by,regular
17205441,JOSM,created_by,regular
17713265,Point,TMC:cid_58:tabcd_1:Class,regular
17713265,positive,TMC:cid_58:tabcd_1:Direction,regular
17713265,8.00,TMC:cid_58:tabcd_1:LCLversion,regular
17713265,35451,TMC:cid_58:tabcd_1:LocationCode,regular
17713265,35452,TMC:cid_58:tabcd_1:NextLocationCode,regular
17713265,35450,TMC:cid_58:tabcd_1:PrevLocationCode,regular
17984655,traffic_signals,highway,regular
18923321,JOSM,created_by,regular
19367706,Point,TMC:cid_58:tabcd_1:Class,regular
19367706,positive,TMC:cid_58:tabcd_1:Direction,regular
19367706,8.00,TMC:cid_58:tabcd_1:LCLversion,regular
19367706,27417,TMC:cid_58:tabcd_1:LocationCode,regular
19367706,30078,TMC:cid_58:tabcd_1:PrevLocationCode,regular
19474345,JOSM,created_by,regular
20261731,traffic_signals,highway,regular
20261731,signal,traffic_signals,regular
20600415,JOSM,created_by,regular
20626599,fuel,amenity,regular
20626599,Aral,brand,regular
20626599,Q565734,wikidata,brand
20626599,en:Aral AG,wikipedia,brand
20626599,Aral,name,regular
20626599,ARAL,operator,regular
20626599,yes,wheelchair,regular
20819525,traffic_signals,highway,regular
20833092,München,name,regular
20833092,city_limit,traffic_sign,regular
20911596,537,ele,regular
20937948,JOSM,created_by,regular
20958408,JOSM,created_by,regular
20968039,JOSM,created_by,regular
20979550,mini_roundabout,highway,regular
20979589,JOSM,created_by,regular
21040288,Point,TMC:cid_58:tabcd_1:Class,regular
21040288,positive,TMC:cid_58:tabcd_1:Direction,regular
21040288,9.00,TMC:cid_58:tabcd_1:LCLversion,regular
21040288,27974,TMC:cid_58:tabcd_1:LocationCode,regular
21040288,35355,TMC:cid_58:tabcd_1:NextLocationCode,regular
21040288,27973,TMC:cid_58:tabcd_1:PrevLocationCode,regular
21051137,493,ele,regular
21095062,uncontrolled,crossing,regular
21095062,zebra,crossing_ref,regular
21095062,crossing,highway,regular
21095062,no,tactile_paving,regular
21095564,JOSM,created_by,regular
21096418,yes,bicycle,regular
21096418,no,button_operated,regular
21096418,traffic_signals,crossing,regular
21096418,crossing,highway,regular
21096418,no,tactile_paving,regular
21096418,yes,sound,traffic_signals
21096418,yes,vibration,traffic_signals
21133522,Point,TMC:cid_58:tabcd_1:Class,regular
21133522,both,TMC:cid_58:tabcd_1:Direction,regular
21133522,8.00,TMC:cid_58:tabcd_1:LCLversion,regular
21133522,20563,TMC:cid_58:tabcd_1:LocationCode,regular
21133522,20564,TMC:cid_58:tabcd_1:NextLocationCode,regular
21133522,20562,TMC:cid_58:tabcd_1:PrevLocationCode,regular
21133522,traffic_signals,highway,regular
21135734,traffic_signals,crossing,regular
21135734,DE:35399,tmc,regular
21167991,traffic_signals,crossing,regular
21167991,traffic_signals,highway,regular
21178805,JOSM,created_by,regular
21379548,crossing,railway,regular
21491270,turning_circle,highway,regular
21494430,JOSM,created_by,regular
21494514,Point,TMC:cid_58:tabcd_1:Class,regular
21494514,both,TMC:cid_58:tabcd_1:Direction,regular
21494514,8.00,TMC:cid_58:tabcd_1:LCLversion,regular
21494514,27405,TMC:cid_58:tabcd_1:LocationCode,regular
21494514,30076,TMC:cid_58:tabcd_1:NextLocationCode,regular
21494514,DE:27405,tmc,regular
21495321,Point,TMC:cid_58:tabcd_1:Class,regular
21495321,negative,TMC:cid_58:tabcd_1:Direction,regular
21495321,9.00,TMC:cid_58:tabcd_1:LCLversion,regular
21495321,30273,TMC:cid_58:tabcd_1:LocationCode,regular
21495321,30274,TMC:cid_58:tabcd_1:NextLocationCode,regular
21495321,30272,TMC:cid_58:tabcd_1:PrevLocationCode,regular
21512095,Track2osm,converted_by,regular
21512234,Track2osm,converted_by,regular
21539083,Putzbrunn,is_in,regular
21539083,Solalinden,name,regular
21539083,village,place,regular
21539083,85640,postal_code,regular
21539083,Q77346,wikidata,regular
21550380,JOSM,created_by,regular
21582776,Point,TMC:cid_58:tabcd_1:Class,regular
21582776,positive,TMC:cid_58:tabcd_1:Direction,regular
21582776,8.00,TMC:cid_58:tabcd_1:LCLversion,regular
21582776,20725,TMC:cid_58:tabcd_1:LocationCode,regular
21582776,35043,TMC:cid_58:tabcd_1:NextLocationCode,regular
21582776,20724,TMC:cid_58:tabcd_1:PrevLocationCode,regular
21590827,traffic_signals,highway,regular
21590827,both,direction,traffic_signals
21620485,yes,noexit,regular
21653250,traffic_signals,crossing,regular
21653250,traffic_signals,highway,regular
24938963,JOSM,created_by,regular
25230833,playground,leisure,regular
25269517,turning_circle,highway,regular
25397155,Lichthausen,name,regular
25397155,city_limit,traffic_sign,regular
25454644,JOSM,created_by,regular
25659919,JOSM,created_by,regular
25659951,Point,TMC:cid_58:tabcd_1:Class,regular
25659951,both,TMC:cid_58:tabcd_1:Direction,regular
25659951,8.00,TMC:cid_58:tabcd_1:LCLversion,regular
25659951,27423,TMC:cid_58:tabcd_1:LocationCode,regular
25659951,27424,TMC:cid_58:tabcd_1:NextLocationCode,regular
25659951,27422,TMC:cid_58:tabcd_1:PrevLocationCode,regular
25670920,turning_circle,highway,regular
25712730,JOSM,created_by,regular
25747824,JOSM,created_by,regular
25748350,JOSM,created_by,regular
25813728,Günzenhausen,name,regular
25813728,city_limit,traffic_sign,regular
25813779,Ottenburg,name,regular
25813779,city_limit,traffic_sign,regular
25841309,JOSM,created_by,regular
25897976,JOSM,created_by,regular
25937548,JOSM,created_by,regular
25966098,Eisolzried,name,regular
25966098,city_limit,traffic_sign,regular
25969754,Hirtlbach,name,regular
25969754,city_limit,traffic_sign,regular
25999638,HiRes aerial imagery,source,regular
26031034,JOSM,created_by,regular
26031187,JOSM,created_by,regular
26031293,Hirschenhausen,name,regular
26031293,village,place,regular
26035168,JOSM,created_by,regular
26035202,JOSM,created_by,regular
26035492,JOSM,created_by,regular
26111103,zebra,crossing_ref,regular
26111103,crossing,highway,regular
26114992,JOSM,created_by,regular
26120571,mikes,created_by,regular
26120834,mikes,created_by,regular
26124773,JOSM,created_by,regular
26127155,JOSM,created_by,regular
26127271,JOSM,created_by,regular
26127344,JOSM,created_by,regular
26127434,JOSM,created_by,regular
26127498,JOSM,created_by,regular
26131029,JOSM,created_by,regular
26149227,JOSM,created_by,regular
26149752,JOSM,created_by,regular
26149806,Bergkirchen,name,regular
26149806,city_limit,traffic_sign,regular
26150234,JOSM,created_by,regular
26209315,JOSM,created_by,regular
26209543,yes,button_operated,regular
26209543,traffic_signals,crossing,regular
26209543,traffic_signals,highway,regular
26209543,yes,supervised,regular
26336432,UMS_Team,created_by,regular
26342484,Achering,name,regular
26342484,city_limit,traffic_sign,regular
26358497,traffic_signals,highway,regular
26419381,Hetzenhausen,name,regular
26419381,city_limit,traffic_sign,regular
26462115,JOSM,created_by,regular
26462570,JOSM,created_by,regular
26462855,JOSM,created_by,regular
26475531,JOSM,created_by,regular
26475575,JOSM,created_by,regular
26486126,JOSM,created_by,regular
26493101,JOSM,created_by,regular
26517951,"Zolling,Freising,Oberbayern,Bayern,Bundesrepublik Deutschland,Europe",is_in,regular
26517951,Siechendorf,name,regular
26517951,village,place,regular
26539174,Pischelsdorf,name,regular
26539174,village,place,regular
26539226,JOSM,created_by,regular
26541882,JOSM,created_by,regular
26545693,YahooApplet 1.0,created_by,regular
26545755,YahooApplet 1.0,created_by,regular
26571222,JOSM,created_by,regular
26600643,JOSM,created_by,regular
26601573,JOSM,created_by,regular
26603817,JOSM,created_by,regular
26608617,JOSM,created_by,regular
26616962,"Freising,Freising,Oberbayern,Bayern,Bundesrepublik Deutschland,Europe",is_in,regular
26616962,Zurnhausen,name,regular
26616962,village,place,regular
26621793,JOSM,created_by,regular
26821279,JOSM,created_by,regular
26849192,JOSM,created_by,regular
26849707,1,level,regular
26858849,532,ele,regular
26866169,JOSM,created_by,regular
26919227,bollard,barrier,regular
26919227,yes,bicycle,regular
26919227,yes,foot,regular
26920728,turnstile,barrier,regular
26920728,yes,foot,regular
26940621,traffic_signals,highway,regular
26956161,JOSM,created_by,regular
26979544,JOSM,created_by,regular
26991145,switch,railway,regular
27006861,asphalt,surface,regular
27141256,lift_gate,barrier,regular
27141256,private,bicycle,regular
27141256,private,foot,regular
27141256,private,motorcar,regular
27141256,private,motorcycle,regular
27146187,JOSM,created_by,regular
27153823,JOSM,created_by,regular
27155989,JOSM,created_by,regular
27156095,JOSM,created_by,regular
27159606,JOSM,created_by,regular
27186348,JOSM,created_by,regular
27233278,JOSM,created_by,regular
27237890,LZB-Bereichskennzeichen am Beginn der Linienzugbeeinflussung (LZB) in südöstlicher Richtung,description,regular
27237890,Beginn des Linienleiters ist noch etwas weiter nordwestlich,note,regular
27237890,DB Netz,operator,regular
27237890,signal,railway,regular
27237890,no,signal:catenary_mast,railway
27237890,forward,signal:direction,railway
27237890,right,signal:position,railway
27237890,DE-ESO:lzb-bereichskennzeichen,signal:train_protection,railway
27237890,sign,signal:train_protection:form,railway
27237890,estimate; extrapolate; survey,source,regular
27278406,JOSM,created_by,regular
27306352,JOSM,created_by,regular
27331092,traffic_signals,highway,regular
27364259,-1,level,regular
27404597,JOSM,created_by,regular
27471983,yes,bus,regular
27471983,bus_stop,highway,regular
27471983,Großenviecht,name,regular
27471983,MVV,network,regular
27505711,JOSM,created_by,regular
27562310,"Deisenhofen, Gleis 3",description,regular
27562310,Deisenhofen,name,regular
27562310,DB Netz AG,operator,regular
27562310,stop_position,public_transport,regular
27562310,stop,railway,regular
27562310,3,ref,regular
27562310,yes,train,regular
27562310,yes,wheelchair,regular
27579276,traffic_signals,highway,regular
27579276,signal,traffic_signals,regular
27584682,bollard,barrier,regular
27584682,yes,bicycle,regular
27584682,yes,foot,regular
27584682,metal,material,regular
27794170,JOSM,created_by,regular
28106646,München,city,addr
28106646,DE,country,addr
28106646,40,housenumber,addr
28106646,81379,postcode,addr
28106646,Gmunder Straße,street,addr
28122616,traffic_signals,highway,regular
28122616,forward,direction,traffic_signals
28205626,Hasenbergl,name,regular
28205626,station,public_transport,regular
28205626,station,railway,regular
28205626,subway,station,regular
28205626,yes,subway,regular
28205626,no,train,regular
28205626,yes,wheelchair,regular
28205626,Q577933,wikidata,regular
28380585,yes,bus,regular
28380585,bus_stop,highway,regular
28380585,Neuaubing West,name,regular
28380585,Münchner Verkehrs- und Tarifverbund,network,regular
28380585,stop_position,public_transport,regular
28380585,yes,wheelchair,regular
28380674,JOSM,created_by,regular
28507337,Riegerau,name,regular
28507337,hamlet,place,regular
28793878,YahooApplet 1.0,created_by,regular
28987527,JOSM,created_by,regular
29006921,JOSM,created_by,regular
29083359,JOSM,created_by,regular
29100905,JOSM,created_by,regular
29266996,JOSM,created_by,regular
29271995,wayside_shrine,historic,regular
29401597,JOSM,created_by,regular
29547082,JOSM,created_by,regular
29910700,JOSM,created_by,regular
29917468,weir,waterway,regular
29931308,JOSM,created_by,regular
29931308,traffic_signals,highway,regular
29976744,yes,bus,regular
29976744,bus_stop,highway,regular
29976744,Großeichenhausen,name,regular
29976744,stop_position,public_transport,regular
29976744,de:09184:2429:0:2,ref:IFOPT,regular
29976744,"Großeichenhausen, Sauerlach",ref_name,regular
29976744,226,route_ref,regular
31074342,JOSM,created_by,regular
31328266,traffic_signals,crossing,regular
31328266,traffic_signals,highway,regular
31353410,traffic_signals,highway,regular
31353410,signal,traffic_signals,regular
31436441,bollard,barrier,disused
31899675,JOSM,created_by,regular
31899705,bollard,barrier,regular
31899705,survey,source,regular
31901465,JOSM,created_by,regular
32039586,Point,TMC:cid_58:tabcd_1:Class,regular
32039586,both,TMC:cid_58:tabcd_1:Direction,regular
32039586,8.00,TMC:cid_58:tabcd_1:LCLversion,regular
32039586,60900,TMC:cid_58:tabcd_1:LocationCode,regular
32039586,60901,TMC:cid_58:tabcd_1:NextLocationCode,regular
32039586,60899,TMC:cid_58:tabcd_1:PrevLocationCode,regular
32155301,JOSM,created_by,regular
32453276,unmarked,crossing,regular
32453276,crossing,highway,regular
32453714,level_crossing,railway,regular
32587085,give_way,highway,regular
32686588,Neubiberg,alt_name,regular
32686588,München,name,regular
32686588,city_limit,traffic_sign,regular
32836694,turning_circle,highway,regular
33139910,JOSM,created_by,regular
33965948,yes,bicycle,regular
33965948,no,button_operated,regular
33965948,traffic_signals,crossing,regular
33965948,crossing,highway,regular
34079045,JOSM,created_by,regular
34211413,turning_circle,highway,regular
34654062,yes,bus,regular
34654062,"Parsdorf, Gruber Straße",name,regular
34654062,stop_position,public_transport,regular
34822194,traffic_signals,highway,regular
35801534,Geisenbrunn,name,regular
35801534,village,place,regular
35801534,1500,population,regular
35801534,Q1498883,wikidata,regular
35801534,de:Geisenbrunn,wikipedia,regular
36592228,JOSM,created_by,regular
36668877,turning_circle,highway,regular
36960363,gate,barrier,regular
36960363,no,bicycle,regular
36960363,yes,foot,regular
36960363,Schwarzes Tor,name,regular
36960363,"Nov-Dec,Jan-Mar 06:00-17:30; Apr,Oct 06:00-19:30; May-Sep 06:00-21:00",opening_hours,regular
47115767,"Karlsfeld, Gleis 2, S2 Ri.Petershausen/Altomünster",description,regular
47115767,Karlsfeld,name,regular
47115767,München-Karlsfeld,official_name,regular
47115767,DB Netz AG,operator,regular
47115767,stop_position,public_transport,regular
47115767,stop,railway,regular
47115767,MKFS,ref,railway
47115767,2,ref,regular
47115767,yes,train,regular
47115767,8004150,uic_ref,regular
47115767,yes,wheelchair,regular
49463419,uncontrolled,crossing,regular
49463419,crossing,highway,regular
50839445,"Garching,München,Oberbayern,Bayern,Bundesrepublik Deutschland,Europe",is_in,regular
50839445,Hochbrück,name,regular
50839445,suburb,place,regular
51571782,Puchheim-Bahnhof,name,regular
51571782,Buachham-Bonhof,bar,name
51571782,suburb,place,regular
52106051,turning_circle,highway,regular
52720349,JOSM,created_by,regular
52778114,Weichselbaum,name,regular
52778114,city_limit,traffic_sign,regular
54129104,Maxvorstadt,name,regular
54129104,Maxvorstod,bar,name
54129104,suburb,place,regular
54129104,Q256012,wikidata,regular
54129104,de:Maxvorstadt,wikipedia,regular
54761143,turning_circle,highway,regular
59146864,JOSM,created_by,regular
59940857,Track2osm,converted_by,regular
60013073,München,city,addr
60013073,DE,country,addr
60013073,8,housenumber,addr
60013073,80331,postcode,addr
60013073,Marienplatz,street,addr
60013073,restaurant,amenity,regular
60013073,Löwenbräu,brewery,regular
60013073,info@ratskeller.com,email,contact
60013073,+49 (0) 89 21 99 89 30,fax,contact
60013073,+49 892 199890,phone,contact
60013073,http://www.ratskeller.com,website,contact
60013073,yes,vegetarian,diet
60013073,-1,level,regular
60013073,Ratskeller,name,regular
60013073,新市政廳地窖餐廳,zh,name
60013073,Mo-Su 10:00-24:00,opening_hours,regular
60013073,off,covid19,opening_hours
60013073,+49 892 199890,phone,regular
60013073,yes,wheelchair,toilets
60013073,yes,wheelchair,regular
60013073,"barrierefreies WC im UG, per Lift erreichbar",description,wheelchair
60211571,traffic_signals,highway,regular
60331814,turning_loop,highway,regular
60382792,turning_circle,highway,regular
60447965,turning_circle,highway,regular
60603457,turning_circle,highway,regular
60615651,traffic_signals,highway,regular
60615651,signal,traffic_signals,regular
60622253,bollard,barrier,regular
60622253,removable,bollard,regular
60644815,guidepost,information,regular
60644815,information,tourism,regular
60696581,uncontrolled,crossing,regular
60696581,zebra,crossing_ref,regular
60696581,crossing,highway,regular
60852497,JOSM,created_by,regular
60860821,bollard,barrier,regular
60860821,yes,bicycle,regular
60860821,yes,foot,regular
60889593,JOSM,created_by,regular
60889704,JOSM,created_by,regular
60891940,JOSM,created_by,regular
65133162,Schalkofen,name,regular
65133162,city_limit,traffic_sign,regular
65168036,Dietramszell,name,regular
65168036,Dietramszell,de,name
65168036,Дитрамсцелль,ru,name
65168036,population,openGeoDB:auto_update,regular
65168036,09173118,openGeoDB:community_identification_number,regular
65168036,"Bad Tölz-Wolfratshausen,Oberbayern,Bayern,Bundesrepublik Deutschland,Europe",openGeoDB:is_in,regular
65168036,423,openGeoDB:is_in_loc_id,regular
65168036,6,openGeoDB:layer,regular
65168036,TÖL,openGeoDB:license_plate_code,regular
65168036,15618,openGeoDB:loc_id,regular
65168036,Dietramszell,openGeoDB:name,regular
65168036,5294,openGeoDB:population,regular
65168036,83623,openGeoDB:postal_codes,regular
65168036,DIETRAMSZELL,openGeoDB:sort_name,regular
65168036,08027,openGeoDB:telephone_area_code,regular
65168036,Gemeinde,openGeoDB:type,regular
65168036,0.2.6.11 / 2007-12-04 / http://fa-technik.adfc.de/code/opengeodb/dump/,openGeoDB:version,regular
65168036,47.8494655,lat,opengeodb
65168036,11.5888538,lon,opengeodb
65168036,village,place,regular
65168036,5294,population,regular
65168036,Q506523,wikidata,regular
65168036,de:Dietramszell,wikipedia,regular
66665510,Maisach,name,regular
66665510,Moasa,bar,name
66665510,Maisach,de,name
66665510,مایزاخ,fa,name
66665510,Մայզախ,hy,name
66665510,Майзах,ru,name
66665510,Мајзах,sr,name
66665510,迈萨,zh,name
66665510,"population,is_in",openGeoDB:auto_update,regular
66665510,09179134,openGeoDB:community_identification_number,regular
66665510,"Fürstenfeldbruck,Oberbayern,Bayern,Bundesrepublik Deutschland,Europe",openGeoDB:is_in,regular
66665510,205,openGeoDB:is_in_loc_id,regular
66665510,6,openGeoDB:layer,regular
66665510,FFB,openGeoDB:license_plate_code,regular
66665510,20557,openGeoDB:loc_id,regular
66665510,Maisach,openGeoDB:name,regular
66665510,12631,openGeoDB:population,regular
66665510,82216,openGeoDB:postal_codes,regular
66665510,MAISACH,openGeoDB:sort_name,regular
66665510,08141,openGeoDB:telephone_area_code,regular
66665510,Gemeinde,openGeoDB:type,regular
66665510,0.2.6.11 / 2007-12-04 / http://fa-technik.adfc.de/code/opengeodb/dump/,openGeoDB:version,regular
66665510,48.2164622,lat,opengeodb
66665510,11.2578059,lon,opengeodb
66665510,village,place,regular
66665510,12867,population,regular
66665510,https://www.maisach.de/,website,regular
66665510,Q255106,wikidata,regular
66665510,de:Maisach,wikipedia,regular
68376975,JOSM,created_by,regular
68377158,JOSM,created_by,regular
68655296,Karl-Preis-Platz,name,regular
68655296,station,public_transport,regular
68655296,station,railway,regular
68655296,yes,subway,regular
68655296,no,train,regular
68655296,yes,wheelchair,regular
68655296,Q438779,wikidata,regular
68699306,JOSM,created_by,regular
70850576,JOSM,created_by,regular
71342597,clean,odbl,regular
71430562,recycling,amenity,regular
71430562,Kleiner Wertstoffhof,name,regular
71430562,yes,cans,recycling
71430562,yes,glass_bottles,recycling
71430562,yes,paper,recycling
71430562,centre,recycling_type,regular
76803388,JOSM,created_by,regular
76915922,JOSM,created_by,regular
77051402,survey,source,regular
77703820,JOSM,created_by,regular
77704056,JOSM,created_by,regular
77704935,JOSM,created_by,regular
81466056,clean,odbl,regular
81472021,clean,odbl,regular
81474331,clean,odbl,regular
81474445,clean,odbl,regular
81476005,clean,odbl,regular
81476160,clean,odbl,regular
81787408,"Ismaning, Gleis 1, S8 Ri.Herrsching",description,regular
81787408,-1,level,regular
81787408,Ismaning,name,regular
81787408,DB Netz AG,operator,regular
81787408,stop_position,public_transport,regular
81787408,stop,railway,regular
81787408,MIS,ref,railway
81787408,1,ref,regular
81787408,yes,train,regular
81787408,8003092,uic_ref,regular
82486277,gate,barrier,regular
82504562,post_box,amenity,regular
82504562,Deutsche Post,brand,regular
82504562,2021-01-09,check_date,regular
82504562,"Mo-Fr 16:00, Sa 10:00",collection_times,regular
82504562,Deutsche Post,operator,regular
82504562,"Oskar-Messter-Straße 14, 85737 Ismaning",ref,regular
82659577,recycling,amenity,regular
82659577,yes,cans,recycling
82659577,yes,cardboard,recycling
82659577,yes,glass_bottles,recycling
82659577,yes,newspaper,recycling
82659577,yes,paper,recycling
82659577,no,plastic,recycling
82659577,no,white_goods,recycling
82659577,container,recycling_type,regular
82696189,clean,odbl,regular
82697248,clean,odbl,regular
82698601,clean,odbl,regular
82704098,JOSM,created_by,regular
82740909,unmarked,crossing,regular
84861788,uncontrolled,crossing,regular
84861788,zebra,crossing_ref,regular
84861788,crossing,highway,regular
89309051,uncontrolled,crossing,regular
89309051,crossing,highway,regular
90510016,traffic_signals,highway,regular
91548520,JOSM,created_by,regular
94840593,swing_gate,barrier,regular
95797001,JOSM,created_by,regular
95883342,Point,TMC:cid_58:tabcd_1:Class,regular
95883342,both,TMC:cid_58:tabcd_1:Direction,regular
95883342,8.00,TMC:cid_58:tabcd_1:LCLversion,regular
